PC1,PC2,PC3,PC4,PC5,y
7.551907247933565,-3.7017827519266757,-2.556383176490973,0.15637262560270976,0.06228607063361956,0
-4.677808182321828,-3.7088997923246914,-3.6469291832727433,1.9342878650404995,0.11252526559390753,0
2.5940652309063865,-2.891411819704266,-1.736792233172008,-0.3867833118038525,0.18131249725178258,1
5.654800169108588,-2.954814475956952,-2.129561857845241,-0.8580669935600588,0.260555850428778,1
4.889871456252185,-2.86884243973766,-2.383180107387828,-0.023364683884889346,0.24223529775845223,0
4.497189492345636,-2.1081466516542244,-2.104784479347477,0.19370056266777824,-1.3780385242522175,1
-7.865004267367851,0.5872572633613249,-1.2155924942653136,-10.738359112289038,0.9884463253657466,0
7.0073906482249315,8.10295466490063,0.48128701767341403,-0.29039557206862016,-0.8727812041907762,0
9.01532082077941,-4.9341944974717284,-2.59847417755591,-0.3529797911449601,0.518667728683327,0
-7.477138060100015,-1.298851827607207,-2.331047730238499,0.9029069687300952,-0.7589366325868585,0
5.452275314529977,4.567949597791129,-0.9675474818051418,0.481062784371061,-1.0868150179258593,0
2.9075655428304854,-2.7531433032818287,-1.576020648419028,0.6202229546297144,-0.7750468109602666,0
4.1409805168695595,5.3667212030982006,-0.1565801431940926,0.3229677954357236,-0.06667236770167567,0
1.0333758200563368,-2.7457468764231288,-1.0717953732629917,-0.26320284005302663,-0.36354764308895376,1
0.13968854037425693,-2.57990288682906,-1.174576158003649,0.29450064245110663,0.6392170251919947,1
3.0730290143933168,-6.9070281915529455,15.122646385174775,-2.1996062771495666,-5.026539316779843,0
14.558482612457025,5.935039575394399,-1.4473236604299713,-1.1980153306298191,0.05963310365655554,0
11.46650677154001,4.442229298172397,-0.334511773087696,-3.6816629169457578,0.3031682195453547,0
-0.05996581432665141,-2.5409238733561086,-0.6898658548040686,-0.13324881952969414,0.739925903843776,1
6.900216702948679,12.288494769001577,1.1507097190049567,0.5064416089860752,-0.7106822933943334,0
1.0734163068775537,-1.6523386449278858,-1.5187823923831623,-1.3357307696453862,0.6169768304370724,1
5.974979162243745,-5.747257055774792,11.117568703640961,-0.17080228802765285,-0.24105814925509678,0
-0.9042717416919929,-2.2294606115387445,-0.5598474076305484,-0.6607136845077523,0.9872238608486638,1
1.4151708121446576,-3.2514020996832897,-1.2083677389399405,-0.9690674601543885,0.5548221676019947,0
-1.8320173138475195,-2.705808088474752,-1.180738250199974,-0.7047181933792662,0.2374294707677156,1
5.754086271908199,-3.185161566935692,-0.9206522635748844,-0.6378061249234135,4.567312617514019,0
12.717603414564907,-8.436951920538169,-1.8173628972737914,-2.0260813754138227,3.3360773960039776,1
8.846142840418711,3.8954745034281335,-1.9828285491377864,0.36302763075432176,0.4159734149323614,0
-10.590360649548753,0.41586101793909647,-0.15215031200287304,3.1057987822098365,-2.2474460694837117,0
1.859798951719745,-3.6275425324127673,-1.64581803165758,-0.14003966013515753,-0.04726635405196718,1
3.448704413294529,-5.301058978396201,15.853541984945057,-0.023842572144750013,-0.46645536500128015,0
6.982191245488776,9.502598656077932,-1.5044268992501462,1.7154374800898515,-1.0450156762710405,0
-15.546812206553104,6.4700393349571765,1.767679568172749,-11.566220821661904,-0.09575187668759301,0
0.714037093108098,-3.3763035596957747,-0.42882582448475093,-0.4565750556759623,1.4656751335523779,1
5.606288136144326,11.663720387923298,-0.07981951825389182,-0.3299720997818663,-0.671610923284353,0
-14.288047357725793,0.10753107276868036,-0.7851640157100929,4.777470537874372,-1.284647868855623,0
-14.060488386544424,1.0723644906559824,-0.11294664956964119,6.135655150680327,-1.8605530407924304,0
0.9021031555110227,-3.145452767135276,-0.6873473187636107,-0.6183863570995867,-0.5628996432155763,1
5.132362846151234,-3.9860121399392785,-2.238440381398979,0.33056019513793766,-0.4122474135815509,0
4.724884471156545,-2.1352677442919674,-2.8757778395878812,0.23926929113072043,-0.2581356296742075,0
10.436701111890057,3.7284125477281473,-0.35595138736123283,0.7084751838774743,1.8732596006697233,0
-9.827920854406084,-0.4586520584762797,-0.6422999720605497,4.093459633420842,0.1479837188836834,0
3.9373267761043316,1.59404418327852,0.5837521270866535,-0.27686578437586506,-0.16068001648584423,0
10.620202445672197,-7.196407618856808,-2.717860976941113,-1.470566405701545,2.183304115433726,1
4.010734906289891,2.7476256656689935,-0.38940598837601703,0.46686717549552875,1.4882318270144181,1
1.730312650461869,-3.3088844045130767,-1.713169688610885,-1.0913470895553352,0.05863200377267893,1
-3.8786250541766045,-1.889531517630146,-1.124598076297524,0.3943338135634704,-1.053701306989991,0
1.1988073976670266,-3.2809869182762283,-1.1897456140547717,-0.03457201196490181,-0.2007405896211013,0
0.5097998162048337,-3.2669461520542384,-1.3213889566710435,-0.6334446812592129,0.3924364472376746,1
4.71125978824602,-0.346372960125364,-1.1954293307088857,-1.321927652118189,-0.06143480739938705,0
8.713622042225568,12.91858247045559,-0.08596350674243479,0.25331247419567593,-0.6103605168621375,0
6.438360674363505,3.8611857328212045,0.4123514977019909,0.9251401857342334,-0.8692872474583775,0
4.044254088891909,5.685895697559152,0.24255021576842908,0.6073225995482779,-0.5098226404106051,0
2.6924546589170313,-3.007631933386444,-1.4411509994582399,-0.8249653956508414,0.051275200271899905,1
2.4740066698335546,-2.5667365621382716,-1.8057194082001962,0.05986254021382542,0.2797432588859923,0
1.3991418095557535,-0.2752283517398999,-1.1128510862886636,-0.5204515821032186,0.37360703587034017,0
-7.478910556924978,2.8501920411695836,0.6582752132207836,3.726273580662175,-2.2475876719451406,0
-0.2936309641407365,-2.956149268600919,-0.19642342799215737,-0.577837089425702,-0.7818708108494756,1
-8.41304781641513,1.5729400994687195,-0.2192352700192262,-13.019501975541507,1.5070318754696101,0
1.1846777553280843,-1.9360259407806066,-1.2367732201670887,-0.245606171905054,-0.188845649571814,1
2.4641241285879363,-3.9035904483078547,-1.8000653964374755,0.018290557581093478,0.5317562674703507,1
10.6471512444653,-6.768710896017879,-3.2169284394921682,-1.189205625463312,1.4755124835296591,0
4.567441488504548,-3.1052756527494654,-1.3597634484317596,-0.1588442852696388,0.7991046432935957,1
-0.5238162248391306,-1.9360165681676633,-1.1559491928991674,0.3113482048078508,0.08743699102912496,1
1.605427576060895,1.6291248156729219,-0.08553757886869937,0.7426583746852554,-0.3321775623671295,0
4.6428773898451885,12.867515053399654,1.5218597566318846,0.9020529192346516,-0.8718442005624613,0
1.9042886651497046,-2.1318703569656203,-1.396344932145579,-0.419877449926605,0.2677704889260938,1
-12.176881016627734,0.26865464622257773,-2.2912620161780066,1.826706543014438,0.21404660182241975,0
-11.96784308821947,-0.2979563683125636,-0.8154817209354067,0.9727590421410411,0.41682286145976927,0
3.8358562380994448,5.722300856611923,-0.09761208694664673,0.22131640906006342,0.4853613034947037,0
0.7803545395887338,-2.634987252607227,-0.6134990694987814,-0.6053441209024241,0.2789588376369923,1
11.54505472821959,12.890128626543973,2.906779608024553,0.6033701509086039,0.04089889385782139,0
8.1218619097641,-0.41004683343486154,-0.9298551755199266,-0.020451158336305585,-0.22175332412199703,0
2.2282664839318578,-2.381481262720946,-1.1982878562100305,-0.06754554761168537,0.1866623188635993,1
2.2440690647436314,3.6586224847692765,-0.5571932877807618,1.0999433426512168,-0.47492949474630947,0
0.6222315249090836,4.2102714020828715,1.3193621874098191,0.44451758007720465,-0.81367334218818,1
8.425299609245718,4.891496097006046,-1.6583495554271943,0.5491431533301254,-1.0347545390312982,0
0.39470922421341675,-0.3694219125905801,-0.7629016284921689,0.5866215177343913,-0.7252080641288643,1
2.873545697130877,8.239171967312057,1.331370647433876,0.6805150235914447,-0.4541022311418583,0
2.3917059963601353,-3.5130749521095566,-2.0618727948602733,0.04506835811281322,-0.10549034615866923,1
4.039136751058104,-2.4857922436113347,-2.0514188290497577,-0.466112596504871,0.05551340408912414,1
2.8125107741264506,-2.9862081849590596,-1.6156779300183246,-0.05267686719859829,-0.03839808783091504,1
1.416222722736723,-1.538530380776671,-1.579833793683783,-0.26841484643568075,0.717220272497745,1
2.3199786851139366,-2.4658588050391246,-2.116021607721783,-0.0376258140805504,0.48888036121657574,1
2.209592350439621,-2.634482578822173,-1.9263693912850484,0.2354858085095294,0.23857507435540087,1
10.493178828746657,1.6186106588160813,-0.7057412645143493,-0.010496319443426412,0.0815758369154168,0
3.552065190745758,-2.4912928139882533,-1.461192516067533,0.6731725711063001,1.972602245156645,0
0.9616456004411219,-3.6487936059973896,-1.16868619444805,-0.29720614922757194,-0.2234504643488591,0
